765.389 0.00183044
908.998 0.00173254
1384.06 0.00101571
1860.43 0.000741077
2251.32 0.000675584
2527.24 0.000553966
2922.72 0.000514484
4160.61 0.000334885
4339.14 0.000339248
4695.13 0.000315636
5694.91 0.000253588
6406.71 0.000237018
7027.24 0.000208519
9197.9 0.000157353
11282.7 0.000127113
14745.2 9.88605e-05
17918.3 8.25377e-05


653.75 0.00221755
677.06 0.0021414
701.202 0.00206787
726.204 0.00199686
752.098 0.00192829
778.915 0.00186207
806.689 0.00179813
835.452 0.00173638
865.242 0.00167675
896.093 0.00161917
928.045 0.00156357
961.135 0.00150988
995.406 0.00145803
1030.9 0.00140796
1067.66 0.00135961
1105.73 0.00131292
1145.15 0.00126784
1185.98 0.0012243
1228.27 0.00118226
1272.07 0.00114166
1317.42 0.00110245
1364.4 0.00106459
1413.05 0.00102804
1463.43 0.000992734
1515.61 0.000958643
1569.66 0.000925724
1625.62 0.000893934
1683.59 0.000863237
1743.62 0.000833593
1805.79 0.000804968
1870.18 0.000777325
1936.86 0.000750632
2005.92 0.000724855
2077.45 0.000699964
2151.52 0.000675927
2228.24 0.000652716
2307.69 0.000630302
2389.97 0.000608657
2475.19 0.000587756
2563.45 0.000567573
2654.85 0.000548082
2749.51 0.000529261
2847.55 0.000511086
2949.08 0.000493536
3054.24 0.000476588
3163.14 0.000460222
3275.93 0.000444418
3392.73 0.000429157
3513.71 0.000414419
3638.99 0.000400188
3768.75 0.000386446
3903.13 0.000373175
4042.3 0.00036036
4186.43 0.000347986
4335.71 0.000336036
4490.3 0.000324496
4650.41 0.000313353
4816.23 0.000302593
4987.96 0.000292202
5165.81 0.000282168
5350 0.000272478
5540.77 0.000263121
5738.33 0.000254086
5942.94 0.00024536
6154.84 0.000236935
6374.3 0.000228798
6601.59 0.000220941
6836.98 0.000213354
7080.76 0.000206028
7333.23 0.000198953
7594.71 0.000192121
7865.51 0.000185523
8145.97 0.000179153
8436.42 0.000173
8737.23 0.00016706
9048.77 0.000161323
9371.42 0.000155783
9705.57 0.000150433
10051.6 0.000145268
10410 0.000140279
10781.2 0.000135462
11165.6 0.00013081
11563.8 0.000126318
11976.1 0.00012198
12403.1 0.000117792
12845.4 0.000113747
13303.4 0.000109841
13777.7 0.000106069
14269 0.000102426
14777.8 9.8909e-05
15304.7 9.55125e-05
15850.4 9.22326e-05
16415.6 8.90653e-05
17000.9 8.60068e-05
17607.1 8.30534e-05
18234.9 8.02013e-05
18885.1 7.74472e-05
19558.5 7.47877e-05
20255.9 7.22195e-05
20978.1 6.97395e-05


765.389 0.00183044
908.998 0.00173254
1384.06 0.00101571
1860.43 0.000741077
2251.32 0.000675584
2527.24 0.000553966
2922.72 0.000514484
4160.61 0.000334885
4339.14 0.000339248
4695.13 0.000315636
5694.91 0.000253588
6406.71 0.000237018
7027.24 0.000208519
9197.9 0.000157353
11282.7 0.000127113
14745.2 9.88605e-05
17918.3 8.25377e-05


