0.110656 0.791905
0.115467 0.793617
0.120716 0.795522
0.126464 0.797646
0.132787 0.800016
0.139776 0.802664
0.147541 0.805627
0.156220 0.808949
0.165984 0.812680
0.177050 0.816881
0.189696 0.821624
0.204288 0.826999
0.221312 0.833113
0.241431 0.840104
0.265574 0.848151
0.295083 0.857487
0.331968 0.868427
0.379392 0.881378
0.414960 0.890317
0.474240 0.904078
0.553280 0.920575
0.663936 0.940832
0.829920 0.966598
1.106560 1.001242
1.659840 1.052596
3.319679 1.146979


0.079798 0.782804
0.083267 0.783627
0.087052 0.784584
0.091197 0.785698
0.095757 0.786996
0.100797 0.788510
0.106397 0.790277
0.112655 0.792342
0.119696 0.794757
0.127676 0.797585
0.136796 0.800905
0.147318 0.804811
0.159595 0.809417
0.174104 0.814869
0.191514 0.821352
0.212793 0.829103
0.239393 0.838442
0.273591 0.849809
0.299241 0.857858
0.341989 0.870411
0.398988 0.885642
0.478785 0.904547
0.598481 0.928817
0.797975 0.961694
1.196963 1.010702
2.393925 1.101111


0.048869 0.775525
0.050994 0.775730
0.053312 0.775987
0.055850 0.776308
0.058643 0.776709
0.061729 0.777209
0.065159 0.777835
0.068992 0.778619
0.073304 0.779599
0.078191 0.780828
0.083776 0.782369
0.090220 0.784304
0.097738 0.786741
0.106623 0.789814
0.117286 0.793704
0.130318 0.798648
0.146607 0.804968
0.167551 0.813114
0.183259 0.819137
0.209439 0.828883
0.244345 0.841188
0.293215 0.857031
0.366518 0.878054
0.488691 0.907361
0.733036 0.952088
1.466073 1.036079


0.027447 0.774752
0.028640 0.774758
0.029942 0.774767
0.031368 0.774780
0.032936 0.774799
0.034670 0.774827
0.036596 0.774869
0.038749 0.774932
0.041170 0.775025
0.043915 0.775163
0.047052 0.775370
0.050671 0.775676
0.054894 0.776133
0.059884 0.776813
0.065873 0.777829
0.073192 0.779349
0.082341 0.781630
0.094104 0.785070
0.102926 0.787937
0.117629 0.793096
0.137234 0.800409
0.164681 0.810921
0.205852 0.826368
0.274469 0.849933
0.411703 0.888600
0.823406 0.964808


0.014729 0.770649
0.015369 0.770649
0.016067 0.770649
0.016833 0.770649
0.017674 0.770649
0.018604 0.770649
0.019638 0.770650
0.020793 0.770651
0.022093 0.770653
0.023566 0.770657
0.025249 0.770664
0.027191 0.770678
0.029457 0.770706
0.032135 0.770759
0.035348 0.770860
0.039276 0.771057
0.044186 0.771437
0.050498 0.772173
0.055232 0.772914
0.063122 0.774496
0.073643 0.777202
0.088371 0.781870
0.110464 0.790039
0.147285 0.804752
0.220928 0.832914
0.441856 0.896385


0.001934 0.766820
0.002018 0.766820
0.002110 0.766820
0.002210 0.766820
0.002321 0.766820
0.002443 0.766820
0.002578 0.766820
0.002730 0.766820
0.002901 0.766820
0.003094 0.766820
0.003315 0.766820
0.003570 0.766820
0.003868 0.766820
0.004219 0.766820
0.004641 0.766820
0.005157 0.766820
0.005802 0.766820
0.006630 0.766820
0.007252 0.766820
0.008288 0.766820
0.009669 0.766820
0.011603 0.766820
0.014504 0.766820
0.019339 0.766822
0.029008 0.766900
0.058016 0.770144


