-1.627948 1.296748
-1.446895 1.277813
-1.265842 1.256681
-1.084789 1.232722
-0.903737 1.204980
-0.722684 1.171895
-0.541631 1.130646
-0.360578 1.075237
-0.179525 0.988748


-1.241136 1.253598
-1.103103 1.235299
-0.965069 1.214878
-0.827036 1.191731
-0.689002 1.164941
-0.550969 1.133020
-0.412935 1.093274
-0.274902 1.040132
-0.136868 0.958195


-0.870665 1.199390
-0.773834 1.181900
-0.677002 1.162384
-0.580171 1.140283
-0.483340 1.114726
-0.386508 1.084314
-0.289677 1.046754
-0.192845 0.996650
-0.096014 0.921927


-0.578936 1.139985
-0.514549 1.123415
-0.450163 1.104956
-0.385776 1.084091
-0.321390 1.060051
-0.257003 1.031461
-0.192616 0.996438
-0.128230 0.950883
-0.063843 0.885703


-0.393559 1.086868
-0.349789 1.071252
-0.306019 1.053922
-0.262249 1.034441
-0.218479 1.011812
-0.174710 0.985609
-0.130940 0.953122
-0.087170 0.912439
-0.043400 0.856949


