1e-05 9.07313e-12
1e-06 1.09041e-13
1e-07 1.26302e-15
1e-08 4.21007e-16
1e-09 2.10504e-16
1e-10   0
1e-11   0


1e-05 1.02511e-11
1e-06 1.19566e-13
1e-07 3.15755e-15
1e-08 1.26302e-15
1e-09   0
1e-10 6.31511e-16
1e-11   0


1e-05 1.21256e-11
1e-06 1.45037e-13
1e-07 4.21007e-15
1e-08 2.31554e-15
1e-09 1.68403e-15
1e-10 1.05252e-15
1e-11   0


1e-05 1.49133e-11
1e-06 1.66087e-13
1e-07 6.31511e-16
1e-08 8.42014e-16
1e-09 2.31554e-15
1e-10 2.52604e-15
1e-11   0


1e-05 2.01618e-11
1e-06 2.15977e-13
1e-07 2.10504e-15
1e-08 2.10504e-16
1e-09 6.31511e-16
1e-10 2.10504e-16
1e-11   0


1e-05 2.38896e-11
1e-06 2.48815e-13
1e-07 1.89453e-15
1e-08 1.89453e-15
1e-09 1.05252e-15
1e-10 2.10504e-16
1e-11   0


1e-05 3.07161e-11
1e-06 3.15124e-13
1e-07 3.78907e-15
1e-08 2.10504e-16
1e-09 1.47353e-15
1e-10 2.10504e-16
1e-11   0


1e-05 5.9493e-11
1e-06 6.01619e-13
1e-07 5.4731e-15
1e-08 2.10504e-16
1e-09   0
1e-10 6.31511e-16
1e-11   0


